"opposed"	"ncit"	"year"	"biopharm"
"3739"	"not-opposed"	4	1992	0
"3740"	"opposed"	0	1994	1
"3741"	"not-opposed"	3	1996	0
"3742"	"opposed"	3	1996	1
"3743"	"not-opposed"	0	1994	0
"3744"	"not-opposed"	0	1994	0
"3745"	"not-opposed"	1	1994	0
"3746"	"opposed"	1	1993	1
"3747"	"not-opposed"	1	1996	0
"3748"	"opposed"	2	1992	1
"3749"	"not-opposed"	1	1996	0
"3750"	"opposed"	5	1995	1
"3751"	"opposed"	0	1994	1
"3752"	"not-opposed"	0	1992	1
"3753"	"not-opposed"	0	1993	1
"3754"	"opposed"	1	1996	0
"3755"	"not-opposed"	0	1995	0
"3756"	"not-opposed"	1	1996	0
"3757"	"not-opposed"	0	1996	0
"3758"	"not-opposed"	1	1995	0
"3759"	"not-opposed"	1	1994	0
"3760"	"not-opposed"	1	1993	0
"3761"	"not-opposed"	0	1995	0
"3762"	"not-opposed"	3	1996	0
"3763"	"not-opposed"	2	1995	0
"3764"	"not-opposed"	1	1995	1
"3765"	"opposed"	4	1994	0
"3766"	"not-opposed"	0	1996	0
"3767"	"opposed"	2	1993	1
"3768"	"not-opposed"	1	1995	0
"3769"	"opposed"	3	1994	1
"3770"	"not-opposed"	1	1994	0
"3771"	"not-opposed"	1	1994	0
"3772"	"not-opposed"	0	1993	0
"3773"	"not-opposed"	0	1995	0
"3774"	"not-opposed"	0	1995	0
"3775"	"opposed"	3	1993	1
"3776"	"not-opposed"	1	1995	0
"3777"	"not-opposed"	0	1997	0
"3778"	"not-opposed"	0	1996	0
"3779"	"not-opposed"	3	1994	0
"3780"	"not-opposed"	0	1995	1
"3781"	"not-opposed"	0	1994	0
"3782"	"not-opposed"	0	1994	1
"3783"	"not-opposed"	0	1995	0
"3784"	"not-opposed"	0	1996	1
"3785"	"not-opposed"	1	1995	0
"3786"	"opposed"	1	1992	1
"3787"	"not-opposed"	0	1993	1
"3788"	"not-opposed"	0	1993	0
"3789"	"opposed"	0	1993	1
"3790"	"opposed"	3	1991	0
"3791"	"not-opposed"	0	1993	1
"3792"	"not-opposed"	1	1994	0
"3793"	"not-opposed"	1	1992	1
"3794"	"opposed"	3	1995	0
"3795"	"opposed"	1	1993	1
"3796"	"opposed"	2	1993	0
"3797"	"not-opposed"	0	1995	0
"3798"	"opposed"	1	1993	1
"3799"	"not-opposed"	0	1995	1
"3800"	"opposed"	1	1993	0
"3801"	"not-opposed"	0	1994	1
"3802"	"not-opposed"	0	1993	0
"3803"	"opposed"	0	1993	0
"3804"	"opposed"	1	1991	0
"3805"	"opposed"	0	1993	1
"3806"	"not-opposed"	0	1995	0
"3807"	"not-opposed"	0	1993	0
"3808"	"not-opposed"	0	1994	0
"3809"	"opposed"	3	1992	1
"3810"	"opposed"	1	1995	0
"3811"	"not-opposed"	2	1996	0
"3812"	"not-opposed"	1	1995	0
"3813"	"not-opposed"	0	1992	0
"3814"	"opposed"	2	1991	0
"3815"	"not-opposed"	0	1992	1
"3816"	"not-opposed"	0	1994	0
"3817"	"not-opposed"	2	1995	0
"3818"	"not-opposed"	0	1994	0
"3819"	"not-opposed"	5	1993	0
"3820"	"opposed"	0	1995	0
"3821"	"opposed"	0	1993	1
"3822"	"not-opposed"	4	1994	0
"3823"	"not-opposed"	0	1995	0
"3824"	"not-opposed"	1	1995	0
"3825"	"not-opposed"	2	1996	0
"3826"	"not-opposed"	0	1996	0
"3827"	"opposed"	2	1996	1
"3828"	"opposed"	1	1994	1
"3829"	"opposed"	5	1993	1
"3830"	"not-opposed"	0	1995	0
"3831"	"not-opposed"	0	1995	1
"3832"	"not-opposed"	0	1993	0
"3833"	"not-opposed"	0	1994	1
"3834"	"not-opposed"	0	1995	0
"3835"	"not-opposed"	1	1995	0
"3836"	"not-opposed"	5	1994	0
"3837"	"not-opposed"	0	1995	0
"3838"	"not-opposed"	1	1993	0
"3839"	"not-opposed"	2	1996	0
"3840"	"opposed"	0	1992	0
"3841"	"opposed"	0	1993	1
"3842"	"not-opposed"	0	1994	0
"3843"	"not-opposed"	0	1993	1
"3844"	"not-opposed"	0	1994	0
"3845"	"opposed"	0	1994	0
"3846"	"opposed"	0	1994	1
"3847"	"opposed"	0	1992	1
"3848"	"opposed"	0	1995	1
"3849"	"opposed"	0	1996	1
"3850"	"opposed"	0	1994	1
"3851"	"opposed"	0	1993	0
"3852"	"not-opposed"	0	1993	1
"3853"	"opposed"	0	1994	1
"3854"	"opposed"	0	1995	1
"3855"	"opposed"	0	1993	1
"3856"	"not-opposed"	0	1992	1
"3857"	"opposed"	0	1995	1
"3858"	"opposed"	0	1993	1
"3859"	"not-opposed"	0	1992	1
"3860"	"opposed"	0	1993	1
"3861"	"not-opposed"	0	1995	1
"3862"	"opposed"	0	1992	1
"3863"	"opposed"	0	1993	1
"3864"	"opposed"	0	1993	1
"3865"	"opposed"	0	1996	1
"3866"	"not-opposed"	0	1993	1
"3867"	"opposed"	0	1994	0
"3868"	"not-opposed"	0	1993	1
"3869"	"opposed"	0	1995	1
"3870"	"not-opposed"	0	1995	0
"3871"	"not-opposed"	0	1994	0
"3872"	"opposed"	0	1996	1
"3873"	"opposed"	0	1994	1
"3874"	"opposed"	0	1993	1
"3875"	"opposed"	0	1994	1
"3876"	"not-opposed"	0	1994	1
"3877"	"opposed"	0	1994	1
"3878"	"not-opposed"	0	1993	1
"3879"	"opposed"	0	1994	0
"3880"	"opposed"	0	1994	1
"3881"	"opposed"	0	1996	1
"3883"	"opposed"	0	1992	0
"3884"	"not-opposed"	0	1994	0
"3885"	"not-opposed"	0	1993	0
"3886"	"not-opposed"	0	1992	1
"3887"	"opposed"	0	1996	1
"3888"	"not-opposed"	0	1994	1
"3890"	"opposed"	0	1994	1
"3891"	"not-opposed"	0	1995	1
"3892"	"not-opposed"	0	1993	1
"3893"	"not-opposed"	0	1995	1
"3894"	"not-opposed"	0	1995	0
"3895"	"opposed"	0	1993	0
"3896"	"not-opposed"	0	1993	1
"3897"	"not-opposed"	0	1993	1
"3898"	"opposed"	0	1995	1
"3899"	"opposed"	0	1994	0
"3900"	"not-opposed"	0	1993	1
"3901"	"opposed"	0	1996	1
"3902"	"not-opposed"	0	1993	0
"3903"	"not-opposed"	0	1996	0
"3904"	"opposed"	0	1994	1
"3905"	"not-opposed"	0	1994	0
"3906"	"opposed"	0	1995	1
"3907"	"not-opposed"	0	1995	0
"3908"	"not-opposed"	0	1995	1
"3909"	"opposed"	0	1992	0
"3910"	"opposed"	0	1993	0
"3911"	"opposed"	0	1993	1
"3912"	"not-opposed"	0	1994	1
"3913"	"opposed"	0	1995	1
"3914"	"not-opposed"	0	1995	1
"3915"	"not-opposed"	0	1994	1
"3916"	"not-opposed"	0	1993	1
"3917"	"opposed"	0	1995	1
"3918"	"not-opposed"	0	1994	0
"3919"	"opposed"	0	1995	1
"3920"	"not-opposed"	0	1994	1
"3921"	"not-opposed"	0	1995	1
"3922"	"not-opposed"	0	1992	0
"3923"	"not-opposed"	0	1995	1
"3924"	"not-opposed"	0	1995	0
"3925"	"not-opposed"	0	1993	0
"3926"	"opposed"	0	1997	1
"3927"	"not-opposed"	0	1992	1
"3928"	"not-opposed"	0	1994	1
"3929"	"not-opposed"	0	1995	1
"3930"	"not-opposed"	0	1994	1
"3931"	"not-opposed"	0	1993	1
"3932"	"opposed"	0	1993	1
"3933"	"not-opposed"	0	1995	1
"3934"	"not-opposed"	0	1993	0
"3935"	"opposed"	0	1994	1
"3936"	"opposed"	0	1994	1
"3937"	"not-opposed"	0	1993	1
"3938"	"opposed"	0	1996	1
"3940"	"opposed"	0	1994	1
"3941"	"opposed"	0	1994	1
"3942"	"not-opposed"	0	1993	0
"3943"	"not-opposed"	0	1993	1
"3944"	"not-opposed"	0	1992	1
"3945"	"opposed"	0	1995	1
"3946"	"opposed"	0	1994	1
"3947"	"opposed"	0	1992	1
"3949"	"not-opposed"	0	1993	0
"3950"	"opposed"	0	1995	1
"3951"	"opposed"	0	1996	1
"3952"	"not-opposed"	0	1995	1
"3953"	"opposed"	0	1993	1
"3954"	"opposed"	0	1993	1
"3955"	"opposed"	0	1993	1
"3956"	"not-opposed"	0	1995	0
"3957"	"opposed"	0	1997	1
"3958"	"not-opposed"	0	1995	1
"3959"	"not-opposed"	0	1994	0
"3960"	"not-opposed"	0	1994	0
"3961"	"opposed"	0	1996	1
"3962"	"not-opposed"	0	1995	1
"3964"	"not-opposed"	0	1994	1
"3965"	"not-opposed"	0	1993	1
"3966"	"opposed"	0	1996	1
"3967"	"not-opposed"	0	1994	1
"3968"	"not-opposed"	0	1996	0
"3969"	"opposed"	0	1995	1
"3970"	"opposed"	0	1996	0
"3971"	"not-opposed"	0	1992	1
"3972"	"opposed"	0	1994	1
"3973"	"opposed"	2	1993	1
"3974"	"not-opposed"	0	1995	0
"3975"	"not-opposed"	0	1994	0
"3976"	"not-opposed"	0	1995	0
"3977"	"not-opposed"	0	1995	0
"3978"	"not-opposed"	1	1995	0
"3979"	"not-opposed"	0	1994	1
"3980"	"opposed"	1	1993	1
"3981"	"not-opposed"	0	1995	0
"3982"	"opposed"	1	1993	1
"3983"	"not-opposed"	2	1996	0
"3984"	"not-opposed"	0	1994	0
"3985"	"opposed"	0	1995	0
"3986"	"opposed"	0	1994	1
"3987"	"not-opposed"	1	1996	0
"3988"	"opposed"	1	1994	0
"3989"	"not-opposed"	1	1995	0
"3990"	"not-opposed"	1	1993	1
"3991"	"not-opposed"	4	1997	0
"3992"	"not-opposed"	0	1995	0
"3993"	"not-opposed"	0	1994	0
"3994"	"opposed"	0	1994	0
"3995"	"not-opposed"	1	1996	0
"3996"	"not-opposed"	0	1995	0
"3997"	"not-opposed"	0	1996	1
"3998"	"not-opposed"	2	1995	0
"3999"	"not-opposed"	2	1995	0
"4000"	"not-opposed"	1	1994	0
"4001"	"opposed"	0	1996	1
"4002"	"not-opposed"	0	1994	0
"4003"	"opposed"	1	1995	0
"4004"	"not-opposed"	0	1993	1
"4005"	"not-opposed"	0	1997	0
"4006"	"not-opposed"	0	1994	1
"4007"	"not-opposed"	0	1995	1
"4008"	"not-opposed"	0	1992	1
"4009"	"opposed"	0	1995	0
"4010"	"opposed"	1	1995	1
"4011"	"not-opposed"	0	1996	0
"4012"	"not-opposed"	0	1995	0
"4013"	"not-opposed"	0	1996	0
"4014"	"not-opposed"	0	1995	0
"4015"	"opposed"	2	1994	1
"4016"	"not-opposed"	1	1996	0
"4017"	"not-opposed"	0	1995	0
"4018"	"not-opposed"	0	1995	1
"4019"	"not-opposed"	0	1995	0
"4020"	"opposed"	4	1995	1
"4021"	"not-opposed"	0	1994	1
"4022"	"opposed"	2	1995	0
"4023"	"opposed"	0	1996	0
"4024"	"opposed"	0	1992	1
"4025"	"opposed"	0	1996	1
"4026"	"not-opposed"	2	1994	0
"4027"	"not-opposed"	0	1994	0
"4028"	"not-opposed"	1	1995	0
"4029"	"opposed"	1	1995	0
"4030"	"not-opposed"	1	1995	1
"4031"	"not-opposed"	2	1995	0
"4032"	"opposed"	0	1994	0
"4033"	"not-opposed"	0	1995	1
"4034"	"opposed"	0	1994	1
"4035"	"not-opposed"	0	1994	1
"4036"	"opposed"	2	1994	1
"4037"	"not-opposed"	2	1995	0
"4038"	"not-opposed"	0	1994	0
"4039"	"not-opposed"	0	1996	0
"4040"	"not-opposed"	1	1995	0
"4041"	"opposed"	1	1995	1
"4042"	"opposed"	1	1995	0
"4043"	"opposed"	4	1996	0
"4044"	"not-opposed"	0	1996	0
"4045"	"not-opposed"	0	1994	0
"4046"	"opposed"	0	1994	0
"4047"	"opposed"	0	1995	1
"4048"	"opposed"	1	1997	1
"4049"	"not-opposed"	1	1993	1
"4050"	"opposed"	0	1994	0
"4051"	"not-opposed"	1	1995	0
"4052"	"opposed"	1	1995	1
"4053"	"opposed"	0	1993	1
"4054"	"not-opposed"	6	1994	0
"4055"	"not-opposed"	1	1995	0
"4056"	"opposed"	0	1996	1
"4057"	"opposed"	2	1995	1
"4058"	"not-opposed"	0	1994	0
"4059"	"not-opposed"	0	1994	0
"4060"	"opposed"	0	1995	1
"4061"	"opposed"	2	1995	1
"4062"	"not-opposed"	1	1994	0
"4063"	"not-opposed"	0	1995	1
"4064"	"opposed"	2	1994	1
"4065"	"not-opposed"	0	1994	1
"4066"	"not-opposed"	2	1994	0
"4067"	"not-opposed"	0	1997	0
"4068"	"not-opposed"	3	1996	0
"4069"	"not-opposed"	1	1996	0
"4070"	"not-opposed"	0	1995	1
"4071"	"opposed"	1	1994	1
"4072"	"opposed"	0	1995	1
"4073"	"not-opposed"	3	1994	0
"4074"	"not-opposed"	1	1995	1
"4075"	"opposed"	0	1994	1
"4076"	"not-opposed"	5	1996	0
"4077"	"not-opposed"	0	1996	0
"4078"	"not-opposed"	0	1995	1
"4079"	"opposed"	1	1994	1
"4080"	"not-opposed"	0	1996	0
"4081"	"not-opposed"	0	1995	1
"4082"	"opposed"	1	1995	0
"4083"	"opposed"	0	1995	0
"4084"	"opposed"	0	1996	0
"4085"	"not-opposed"	0	1994	0
"4086"	"opposed"	1	1994	0
"4087"	"not-opposed"	0	1996	1
"4088"	"not-opposed"	1	1994	0
"4089"	"opposed"	0	1995	1
"4090"	"opposed"	2	1996	0
"4091"	"not-opposed"	1	1995	1
"4092"	"not-opposed"	0	1995	0
"4093"	"opposed"	0	1994	1
"4094"	"not-opposed"	0	1996	0
"4095"	"not-opposed"	0	1995	1
"4096"	"not-opposed"	3	1994	0
"4097"	"not-opposed"	0	1993	1
"4098"	"not-opposed"	0	1994	0
"4099"	"not-opposed"	1	1994	1
"4100"	"not-opposed"	1	1994	0
"4101"	"opposed"	2	1995	0
"4102"	"not-opposed"	0	1995	0
"4103"	"not-opposed"	0	1994	0
"4104"	"opposed"	2	1995	1
"4105"	"opposed"	1	1995	1
"4106"	"not-opposed"	0	1995	0
"4107"	"not-opposed"	0	1993	1
"4108"	"not-opposed"	2	1994	0
"4109"	"opposed"	1	1993	1
"4110"	"not-opposed"	1	1995	0
"4111"	"not-opposed"	0	1995	0
"4112"	"opposed"	4	1995	0
"4113"	"opposed"	0	1995	1
"4114"	"opposed"	1	1995	1
"4115"	"opposed"	1	1993	1
"4116"	"not-opposed"	2	1992	1
"4117"	"not-opposed"	0	1995	0
"4118"	"not-opposed"	1	1994	0
"4119"	"not-opposed"	1	1996	0
"4120"	"not-opposed"	1	1995	1
"4121"	"not-opposed"	0	1996	0
"4122"	"not-opposed"	1	1994	1
"4123"	"not-opposed"	0	1995	0
"4124"	"not-opposed"	0	1995	0
"4125"	"opposed"	0	1995	0
"4126"	"not-opposed"	3	1996	0
"4127"	"not-opposed"	0	1996	0
"4128"	"not-opposed"	0	1996	0
"4129"	"not-opposed"	0	1993	1
"4130"	"opposed"	0	1995	0
"4131"	"not-opposed"	1	1996	0
"4132"	"not-opposed"	1	1995	0
"4133"	"not-opposed"	0	1993	1
"4134"	"not-opposed"	0	1995	1
"4135"	"opposed"	0	1995	1
"4136"	"not-opposed"	1	1996	0
"4137"	"not-opposed"	1	1996	0
"4138"	"opposed"	1	1996	1
"4139"	"not-opposed"	0	1995	0
"4140"	"not-opposed"	1	1996	1
"4141"	"not-opposed"	0	1996	0
"4142"	"not-opposed"	0	1995	0
"4143"	"not-opposed"	1	1996	0
"4144"	"opposed"	2	1995	1
"4145"	"not-opposed"	0	1995	0
"4146"	"not-opposed"	5	1995	0
"4147"	"not-opposed"	1	1995	1
"4148"	"not-opposed"	1	1996	0
"4149"	"not-opposed"	0	1996	0
"4150"	"not-opposed"	0	1996	0
"4151"	"opposed"	0	1994	1
"4152"	"not-opposed"	0	1997	0
"4153"	"not-opposed"	0	1995	0
"4154"	"not-opposed"	0	1996	0
"4155"	"not-opposed"	5	1995	0
"4156"	"opposed"	1	1993	1
"4157"	"not-opposed"	7	1995	0
"4158"	"not-opposed"	0	1996	0
"4159"	"not-opposed"	0	1996	0
"4160"	"not-opposed"	0	1994	1
"4161"	"opposed"	2	1993	1
"4162"	"not-opposed"	0	1996	0
"4163"	"not-opposed"	0	1996	0
"4164"	"opposed"	1	1995	0
"4165"	"not-opposed"	2	1996	0
"4166"	"not-opposed"	1	1995	0
"4167"	"not-opposed"	1	1995	0
"4168"	"opposed"	1	1996	0
"4169"	"not-opposed"	0	1996	0
"4170"	"not-opposed"	0	1997	0
"4171"	"not-opposed"	0	1995	0
"4172"	"not-opposed"	1	1995	0
"4173"	"not-opposed"	0	1996	0
"4174"	"not-opposed"	2	1994	1
"4175"	"opposed"	4	1995	1
"4176"	"not-opposed"	1	1996	0
"4177"	"not-opposed"	1	1995	0
"4178"	"not-opposed"	1	1996	0
"4179"	"not-opposed"	0	1996	1
"4180"	"not-opposed"	3	1996	0
"4181"	"not-opposed"	0	1995	0
"4182"	"opposed"	0	1994	1
"4183"	"not-opposed"	3	1995	1
"4184"	"not-opposed"	0	1996	0
"4185"	"not-opposed"	0	1995	0
"4186"	"not-opposed"	3	1994	0
"4187"	"not-opposed"	0	1996	0
"4188"	"not-opposed"	0	1994	0
"4189"	"opposed"	2	1996	0
"4190"	"opposed"	0	1995	1
"4191"	"not-opposed"	0	1994	1
"4192"	"not-opposed"	13	1996	0
"4193"	"not-opposed"	0	1996	0
"4194"	"opposed"	2	1996	0
"4195"	"not-opposed"	0	1996	0
"4196"	"not-opposed"	0	1997	0
"4197"	"not-opposed"	1	1996	0
"4198"	"opposed"	4	1994	0
"4199"	"opposed"	7	1994	0
"4200"	"opposed"	0	1994	0
"4201"	"opposed"	2	1996	0
"4202"	"not-opposed"	0	1995	0
"4203"	"not-opposed"	0	1995	1
"4204"	"not-opposed"	2	1994	1
"4205"	"not-opposed"	2	1995	0
"4206"	"not-opposed"	2	1995	0
"4207"	"not-opposed"	1	1995	0
"4208"	"not-opposed"	1	1996	0
"4209"	"opposed"	0	1995	0
"4210"	"not-opposed"	0	1995	0
"4211"	"not-opposed"	0	1995	0
"4212"	"opposed"	0	1995	0
"4213"	"not-opposed"	0	1996	0
"4214"	"not-opposed"	0	1996	0
"4215"	"not-opposed"	1	1992	0
"4216"	"not-opposed"	0	1994	1
"4217"	"not-opposed"	0	1992	0
"4218"	"opposed"	1	1995	1
"4219"	"opposed"	1	1993	1
"4220"	"not-opposed"	0	1995	0
"4221"	"not-opposed"	0	1994	0
"4222"	"not-opposed"	10	1996	0
"4223"	"not-opposed"	1	1997	0
"4224"	"not-opposed"	0	1993	0
"4225"	"opposed"	1	1995	1
"4226"	"not-opposed"	1	1994	1
"4227"	"not-opposed"	0	1996	0
"4228"	"opposed"	1	1994	1
"4229"	"not-opposed"	1	1994	0
"4230"	"not-opposed"	0	1994	0
"4231"	"not-opposed"	1	1995	0
"4232"	"not-opposed"	0	1994	0
"4233"	"opposed"	1	1994	0
"4234"	"not-opposed"	2	1996	0
"4235"	"not-opposed"	3	1995	0
"4236"	"opposed"	1	1996	0
"4237"	"opposed"	0	1994	0
"4238"	"not-opposed"	1	1993	0
"4239"	"not-opposed"	2	1994	0
"4240"	"not-opposed"	0	1997	0
"4241"	"not-opposed"	0	1994	0
"4242"	"opposed"	2	1994	0
"4243"	"not-opposed"	1	1994	0
"4244"	"not-opposed"	0	1995	0
"4245"	"opposed"	2	1996	1
"4246"	"opposed"	3	1993	1
"4247"	"not-opposed"	0	1994	1
"4248"	"opposed"	0	1994	1
"4249"	"not-opposed"	0	1994	1
"4250"	"not-opposed"	0	1996	0
"4251"	"not-opposed"	1	1995	0
"4252"	"not-opposed"	1	1996	0
"4253"	"not-opposed"	0	1994	1
"4254"	"opposed"	0	1996	0
"4255"	"opposed"	4	1994	0
"4256"	"opposed"	0	1994	1
"4257"	"not-opposed"	0	1995	0
"4258"	"not-opposed"	0	1993	1
"4260"	"opposed"	0	1994	1
"4261"	"not-opposed"	0	1995	1
"4262"	"opposed"	0	1994	1
"4263"	"opposed"	0	1994	1
"4264"	"opposed"	0	1994	1
"4265"	"opposed"	0	1993	1
"4266"	"opposed"	0	1995	1
"4267"	"opposed"	0	1994	1
"4268"	"not-opposed"	0	1992	1
"4269"	"opposed"	0	1994	1
"4270"	"opposed"	0	1994	1
"4271"	"not-opposed"	0	1993	0
"4272"	"not-opposed"	0	1995	1
"4273"	"not-opposed"	0	1995	0
"4274"	"opposed"	0	1995	1
"4275"	"opposed"	0	1993	1
"4276"	"not-opposed"	0	1993	1
"4277"	"opposed"	0	1996	1
"4278"	"opposed"	0	1996	0
"4279"	"opposed"	0	1995	1
"4280"	"not-opposed"	0	1995	1
"4281"	"opposed"	0	1996	0
"4282"	"not-opposed"	0	1993	1
"4283"	"not-opposed"	0	1993	1
"4284"	"opposed"	0	1994	1
"4285"	"not-opposed"	0	1995	1
"4286"	"opposed"	0	1996	1
"4287"	"opposed"	0	1992	1
"4288"	"not-opposed"	0	1996	0
"4289"	"not-opposed"	0	1994	0
"4291"	"opposed"	0	1996	1
"4292"	"not-opposed"	0	1994	1
"4293"	"opposed"	0	1995	1
"4294"	"opposed"	0	1995	1
"4295"	"not-opposed"	0	1994	1
"4296"	"not-opposed"	0	1995	1
"4297"	"opposed"	0	1994	1
"4298"	"opposed"	0	1995	1
"4299"	"not-opposed"	0	1996	0
"4300"	"not-opposed"	0	1993	0
"4301"	"opposed"	0	1993	1
"4302"	"not-opposed"	2	1996	0
"4303"	"not-opposed"	0	1994	1
"4304"	"opposed"	0	1995	1
"4305"	"not-opposed"	0	1996	0
"4306"	"opposed"	0	1994	1
"4307"	"opposed"	0	1996	1
"4308"	"opposed"	0	1994	1
"4309"	"opposed"	0	1994	1
"4310"	"opposed"	0	1996	1
"4311"	"opposed"	0	1996	1
"4312"	"opposed"	0	1996	0
"4313"	"opposed"	0	1995	1
"4314"	"opposed"	0	1996	1
"4315"	"not-opposed"	0	1994	0
"4316"	"not-opposed"	0	1993	1
"4317"	"opposed"	0	1996	1
"4318"	"opposed"	0	1993	1
"4319"	"not-opposed"	0	1994	0
"4320"	"not-opposed"	0	1994	1
"4321"	"not-opposed"	0	1996	1
"4322"	"opposed"	0	1994	1
"4323"	"opposed"	0	1993	1
"4324"	"opposed"	0	1995	1
"4325"	"opposed"	0	1995	1
"4326"	"opposed"	0	1994	1
"4327"	"opposed"	0	1995	1
"4328"	"opposed"	0	1996	1
"4329"	"opposed"	0	1993	0
"4330"	"opposed"	0	1996	1
"4331"	"opposed"	0	1995	1
"4332"	"opposed"	0	1994	1
"4333"	"opposed"	0	1993	1
"4334"	"not-opposed"	0	1995	1
"4335"	"not-opposed"	0	1996	0
"4336"	"opposed"	0	1995	1
"4337"	"not-opposed"	0	1995	0
"4338"	"not-opposed"	0	1995	0
"4339"	"not-opposed"	0	1994	1
"4341"	"opposed"	0	1996	1
"4342"	"not-opposed"	0	1997	0
"4343"	"not-opposed"	0	1993	1
"4344"	"not-opposed"	0	1994	1
"4345"	"not-opposed"	0	1994	1
"4346"	"not-opposed"	0	1995	0
"4347"	"opposed"	0	1996	1
"4348"	"not-opposed"	0	1995	1
"4349"	"opposed"	0	1995	1
"4350"	"not-opposed"	0	1994	0
"4351"	"not-opposed"	0	1994	1
"4352"	"not-opposed"	0	1994	1
"4353"	"not-opposed"	0	1996	1
"4354"	"not-opposed"	0	1995	1
"4355"	"not-opposed"	0	1995	1
"4356"	"not-opposed"	0	1994	1
"4357"	"opposed"	0	1994	1
"4358"	"not-opposed"	0	1995	1
"4359"	"opposed"	0	1995	1
"4360"	"not-opposed"	0	1996	1
"4361"	"not-opposed"	0	1994	0
"4362"	"opposed"	0	1997	1
"4363"	"not-opposed"	0	1995	1
"4364"	"not-opposed"	0	1995	1
"4365"	"opposed"	0	1995	1
"4366"	"not-opposed"	0	1995	1
"4367"	"opposed"	0	1996	1
"4368"	"not-opposed"	0	1993	1
"4369"	"opposed"	0	1996	1
"4370"	"not-opposed"	0	1993	0
"4371"	"not-opposed"	0	1996	1
"4372"	"not-opposed"	0	1995	0
"4373"	"opposed"	0	1995	0
"4374"	"not-opposed"	1	1995	0
"4375"	"not-opposed"	0	1995	0
"4376"	"opposed"	0	1994	1
"4377"	"opposed"	0	1996	0
"4378"	"not-opposed"	0	1997	1
"4379"	"not-opposed"	0	1994	1
"4380"	"not-opposed"	0	1994	1
"4381"	"opposed"	0	1996	0
"4382"	"not-opposed"	0	1993	0
"4383"	"opposed"	0	1994	1
"4384"	"opposed"	0	1995	1
"4385"	"not-opposed"	0	1996	1
"4386"	"not-opposed"	0	1994	0
"4387"	"opposed"	0	1996	1
"4388"	"not-opposed"	0	1995	0
"4389"	"opposed"	0	1994	1
"4390"	"not-opposed"	0	1996	1
"4391"	"not-opposed"	0	1996	0
"4392"	"opposed"	0	1996	1
"4393"	"not-opposed"	0	1995	0
"4394"	"not-opposed"	0	1995	1
"4395"	"opposed"	0	1994	1
"4396"	"not-opposed"	0	1996	0
"4397"	"not-opposed"	0	1996	1
"4398"	"opposed"	0	1996	1
"4399"	"opposed"	0	1995	0
"4400"	"opposed"	0	1995	1
"4401"	"not-opposed"	0	1995	1
"4402"	"not-opposed"	0	1993	0
"4403"	"not-opposed"	2	1995	0
"4404"	"not-opposed"	0	1996	0
"4405"	"opposed"	1	1994	1
"4406"	"opposed"	0	1996	0
"4407"	"not-opposed"	0	1996	0
"4408"	"not-opposed"	0	1997	0
"4409"	"not-opposed"	3	1996	0
"4410"	"not-opposed"	1	1995	1
"4411"	"opposed"	0	1994	1
"4412"	"not-opposed"	0	1996	0
"4413"	"opposed"	1	1995	0
"4414"	"not-opposed"	0	1995	0
"4415"	"not-opposed"	0	1996	0
"4416"	"not-opposed"	2	1995	0
"4417"	"not-opposed"	1	1995	0
"4418"	"opposed"	1	1995	1
"4419"	"opposed"	1	1995	0
"4420"	"opposed"	0	1995	1
"4421"	"opposed"	0	1995	1
"4422"	"opposed"	0	1995	0
"4423"	"not-opposed"	0	1995	0
"4424"	"not-opposed"	0	1996	0
"4425"	"opposed"	1	1995	0
"4426"	"not-opposed"	0	1995	1
"4427"	"opposed"	1	1994	1
"4428"	"not-opposed"	0	1995	0
"4429"	"not-opposed"	0	1996	0
"4430"	"not-opposed"	5	1995	0
"4431"	"not-opposed"	0	1996	0
"4432"	"opposed"	0	1996	1
"4433"	"opposed"	0	1995	1
"4434"	"opposed"	0	1997	1
"4435"	"opposed"	0	1996	1
"4436"	"not-opposed"	1	1995	0
"4437"	"not-opposed"	2	1995	0
"4438"	"not-opposed"	0	1996	0
"4439"	"opposed"	7	1996	0
"4440"	"not-opposed"	3	1995	0
"4441"	"not-opposed"	0	1994	0
"4442"	"not-opposed"	5	1994	0
"4443"	"opposed"	0	1995	1
"4444"	"not-opposed"	0	1996	0
"4445"	"opposed"	3	1996	0
"4446"	"not-opposed"	1	1995	0
"4447"	"opposed"	6	1995	0
"4448"	"not-opposed"	1	1996	1
"4449"	"not-opposed"	2	1995	0
"4450"	"not-opposed"	0	1997	0
"4451"	"not-opposed"	1	1995	0
"4452"	"not-opposed"	0	1997	0
"4453"	"not-opposed"	0	1996	0
"4454"	"not-opposed"	2	1996	0
"4455"	"not-opposed"	1	1996	0
"4456"	"opposed"	3	1996	0
"4457"	"not-opposed"	0	1995	0
"4458"	"not-opposed"	1	1997	0
"4459"	"opposed"	1	1995	1
"4460"	"not-opposed"	0	1995	1
"4461"	"not-opposed"	1	1995	0
"4462"	"not-opposed"	0	1994	1
"4463"	"not-opposed"	0	1995	1
"4464"	"opposed"	0	1995	1
"4465"	"opposed"	1	1995	1
"4466"	"opposed"	0	1996	0
"4467"	"opposed"	1	1997	0
"4468"	"not-opposed"	0	1996	0
"4469"	"opposed"	0	1996	1
"4470"	"opposed"	2	1996	1
"4471"	"not-opposed"	1	1995	0
"4472"	"not-opposed"	0	1994	0
"4473"	"not-opposed"	2	1996	1
